code_metier;nom_usuel;adresse;code_postal;code_insee;code_dpt;code_reg;nom_commune;x_wgs84;y_wgs84
SSP00021930101;Ancienne décharge du Couregant;LE COUREGANT;56270;56162;56;53;PLOEMEUR;-3.4657867;47.710575
SSP00040660101;Ancienne décharge de Pen Mane;PEN MANE;56570;56118;56;53;LOCMIQUELIC;-3.343663;47.732914
SSP00054040101;Ancienne décharge du Bataillon FFI;9 RUE 4ÈME BATAILLON FFI;56690;56148;56;53;NOSTANG;-3.1877549;47.752228
SSP00098270102;ZAC Vigny Musset   - Ilot M;r alfred de vigny;38100;38185;38;84;GRENOBLE;5.724965;45.167652
SSP00004720101;GOYOT;;01200;01033;01;84;BELLEGARDE SUR VALSERINE;5.8233943;46.104416
SSP00004720101;GOYOT;6 Rue de la Filature;01200;01033;01;84;BELLEGARDE SUR VALSERINE;5.8233943;46.104416
SSP00004750101;TOTAL;CORBONOD;01420;01118;01;84;CORBONOD;5.831724;45.966045
SSP00004790101;SKW Bellegarde SAS;23 RUE DE L''INDUSTRIE;01200;01033;01;84;BELLEGARDE SUR VALSERINE;5.819406;46.10099
SSP00005100101;THOMSON;AVENUE DE ROCHEPLEINE;38120;38382;38;84;SAINT EGREVE;5.6818995;45.24285
SSP00005350101;HOLLIDAY Encre;19 AVENUE VICTOR HUGO;38800;38317;38;84;LE PONT DE CLAIX;5.696224;45.134125
SSP00034810101;CASINO_Station Service;32 AVENUE CLÉMENCEAU;39300;39097;39;27;CHAMPAGNOLE;5.916877;46.74299
SSP00036500101;SARL SAUCE;CD 226;39700;39190;39;27;DAMPIERRE;5.757816;47.155445
SSP00005260101;Papeteries de Pont de Claix;AVENUE DU MAQUIS DE L''OISANS;38800;38317;38;84;LE PONT DE CLAIX;5.70272;45.11543
SSP00036490101;CIMENTS D'ORIGNY;RUE DU MONT-RIVEL;39300;39097;39;27;CHAMPAGNOLE;5.9173503;46.76282
SSP00101410102;ZAC Vigny Musset  - Ilot H;av marie reynoard;38100;38185;38;84;GRENOBLE;5.7274933;45.16688
SSP00036490101;CIMENTS D'ORIGNY;RUE DU MONT-RIVEL;39300;39210;39;27;EQUEVILLON;5.9173503;46.76282
SSP00099590102;ZAC Vigny Musset  - Ilot G;av marie reynoard;38100;38185;38;84;GRENOBLE;5.727363;45.16774
SSP06969920101;EUROMASTER FRANCE;91 AV GABRIEL PERI;38400;38421;38;84;SAINT MARTIN D'HERES;5.76155;45.1864
SSP5218900101;DECHARGE PRESQU'ILE GRENOBLE;NON RENSEIGNE;38000;38185;38;84;GRENOBLE;5.683348;45.210518
SSP00094670102;MINATEC (site GEG INPG);r Pierre Sémard - Av Félix Esclangon;38000;38185;38;84;GRENOBLE;5.7093124;45.19442
SSP5218900101;DECHARGE PRESQU'ILE GRENOBLE;NON RENSEIGNE;38000;38382;38;84;SAINT EGREVE;5.683348;45.210518
SSP00098090102;ZAC Vigny Musset  -  Ilot A;r alfred de vigny;38100;38185;38;84;GRENOBLE;5.725066;45.166733
SSP5218900101;DECHARGE PRESQU'ILE GRENOBLE;NON RENSEIGNE;38000;38474;38;84;SASSENAGE;5.683348;45.210518
SSP00117280101;VFT SARL;r de la terrasse;38220;38562;38;84;VIZILLE;5.765326;45.074707
SSP00098100102;ZAC Vigny Musset - Ilot N;r alfred de vigny;38100;38185;38;84;GRENOBLE;5.726024;45.167805
SSP00005500101;ALLIANCE TEXTILES - Friche;RUE ELSA TRIOLET;38220;38562;38;84;VIZILLE;5.767861;45.08118
SSP00120160101;ALP'IMPRIM;3 r champollion;38800;38317;38;84;LE PONT DE CLAIX;5.703936;45.13864
SSP00010360101;Ancienne décharge de Pichery;PICHERY;56150;56074;56;53;GUENIN;-2.9710116;47.90928
SSP4461840101;USINE J. SIMON;NON RENSEIGNE;25440;25475;25;27;QUINGEY;5.8829646;47.100716
SSP00049210101;Ancienne décharge de la route Longeau;LA ROUTE LONGEAU;22570;22290;22;53;SAINT GELVEN;-3.1014497;48.223488
SSP00005300101;Société CERIM - Bosonnet;70 AVENUE JULES VALLÈS;38100;38185;38;84;GRENOBLE;5.750329;45.17956
SSP00005520101;ZAC Vigny Musset - Ilot U;RUE MARIE REYNOARD;38100;38185;38;84;GRENOBLE;5.7278028;45.16524
SSP00005440101;TECSAS;1 RUE MALADIÈRE;38360;38474;38;84;SASSENAGE;5.681579;45.205593
SSP00005360101;FONCIERE DU DAUPHINE - GEODIS (Ex Castorama);129 AVENUE LÉON BLUM;38100;38185;38;84;GRENOBLE;5.71652;45.160114
SSP00049220101;Ancienne décharge du Lavoir;LE LAVOIR;22570;22290;22;53;SAINT GELVEN;-3.09763;48.22559
SSP00005140101;Nouvelle Société BONMARTIN;6 RUE DE LA METALLURGIE;38420;38150;38;84;DOMENE;5.828582;45.19966
SSP00005380101;T2A -Teinturerie & Apprêts des Alpes;9 RUE BEVIÈRE;38100;38185;38;84;GRENOBLE;5.7132764;45.183254
SSP00005510101;TANNERIES DE VARCES;AVENUE JOLIOT CURIE;38760;38524;38;84;VARCES ALLIERES ET RISSET;5.6832743;45.09596
SSP00038840101;Décharge ordures ménagères;HAMEAU QUICHÈRE;42670;42086;42;84;ECOCHE;4.317424;46.154835
SSP00037440101;Décharge Rochard;ROCHARD;42460;42104;42;84;LA GRESLE;4.2874384;46.067608
SSP00022180101;Ancienne décharge sauvage de Quélloué;QUÉLLOUÉ;56920;56151;56;53;NOYAL PONTIVY;-2.9207275;48.06341
SSP00007410101;LYDALL FILTRATION/SEPARATION;COET BUMAN;56310;56128;56;53;MELRAND;-3.0660336;47.94878
SSP00010730101;Ancienne décharge du Stumo;LE STUMO;56300;56146;56;53;NEULLIAC;-3.0034304;48.141308
SSP00028230101;Ancienne décharge de Belle Chasse;BELLE CHASSE;22570;22181;22;53;PLELAUFF;-3.2087977;48.213474
SSP00010160101;Ancienne décharge du Crann;LAN BRAS BOURRON;56150;56010;56;53;BAUD;-3.042855;47.88976
SSP00010200101;Ancienne décharge de Saint Trémeur;SAINT TRÉMEUR;56310;56026;56;53;BUBRY;-3.1525366;47.966187
SSP00010800101;Ancienne décharge de Kermoisan;KERMOISAN;56930;56173;56;53;PLUMELIAU;-2.9693742;47.943962
SSP00010910101;Ancienne décharge de Penbos;PENBOS;56160;56242;56;53;SEGLIEN;-3.1729088;48.10333
SSP00011250101;Ancienne décharge du terrain des nomades;TERRAIN DES NOMADES;56500;56144;56;53;NAIZIN;-2.8395162;47.993507
SSP00010740101;Ancienne décharge d'Auquinian;AUQUINIAN;56300;56146;56;53;NEULLIAC;-3.0066853;48.125027
SSP00012610101;Ancienne décharge de Coet Nohennec;COËT NOHENNEC;56480;56041;56;53;CLEGUEREC;-3.120609;48.141315
SSP00014640101;Ancienne décharge de Kergreiz;KERGREIZ;22570;22107;22;53;LANISCAT;-3.107118;48.238125
SSP00014720101;Ancienne décharge de Keryvon;KERYVON;22570;22124;22;53;LESCOUET GOUAREC;-3.223531;48.160717
SSP00022430101;Ancienne carrière et décharge de Sylvestre;LANSOIFF GLEVE;56160;56242;56;53;SEGLIEN;-3.1350477;48.113976
SSP00014920101;Ancienne décharge de Barach;BARACH;22570;22181;22;53;PLELAUFF;-3.2161088;48.20044
SSP00015100101;Ancienne décharge de Questel;QUESTEL;22110;22220;22;53;PLOUGUERNEVEL;-3.246417;48.20296
SSP00022020101;Ancienne décharge de Pont Colin;PONT COLIN;56160;56113;56;53;LOCMALO;-3.1769037;48.05015
SSP00022140101;Ancienne décharge de Poulvern;POULVERN;56920;56151;56;53;NOYAL PONTIVY;-2.8908234;48.008858
SSP00022240101;Ancienne décharge de la rue Jean Moulin;RUE JEAN MOULIN;56300;56178;56;53;PONTIVY;-2.9581494;48.06267
SSP00026250101;Ancienne décharge de Keriven;KERIVEN;22530;22033;22;53;CAUREL;-3.0555408;48.211815
SSP00026240101;Ancienne décharge du Guer;LE GUER;22530;22033;22;53;CAUREL;-3.0615678;48.216198
SSP00022470101;Ancienne décharge de la Tranchée d'Hilvern;LA TRANCHÉE D''HILVERN;56920;56215;56;53;SAINT GONNERY;-2.84052;48.11427
SSP00026450101;Ancienne décharge de Ténoquevel;TÉNOQUEVEL;22600;22075;22;53;HEMONSTOIR;-2.816746;48.158363
SSP00026440101;Ancienne décharge de Belno;BELNO;22600;22075;22;53;HEMONSTOIR;-2.8341315;48.167046
SSP00043120101;Ancienne décharge du Néneze;LE NÉNEZE;56150;56207;56;53;SAINT BARTHELEMY;-3.0033705;47.934746
SSP00043010101;Ancienne décharge de Kermouellic;KERMOUELLIC;56310;56016;56;53;BIEUZY;-3.0538337;47.997177
SSP00053370101;SABLE;56  BOULEVARD PIERRE LEFAUCHEUX;72000;72181;72;52;LE MANS;0.17672917;47.958893
SSP00004460101;ARTEXTILE SA;16 RUE DU MOULIN PAILLASSON;42300;42187;42;84;ROANNE;4.0628047;46.034878
SSP00004670101;Ancienne décharge d'Avrillat;LA COCHETTE;01450;01303;01;84;PONCIN;5.429044;46.100018
SSP00055070101;APPLIFIL SAS;24 RUE JEAN DESORGES;03300;03095;03;84;CUSSET;3.4623055;46.13283
SSP00004640101;GARAGE DES TROIS BOULEVARDS;72 ROUTE DE CHARLIEU;42300;42187;42;84;ROANNE;4.08019;46.044815
SSP00004100101;PORCHER;151 AVENUE DE LA LIBÉRATION;42120;42071;42;84;LE COTEAU;4.089707;46.02217
SSP00004130101;Ancienne Usine à Gaz;RUE MARGUERITE GEORGE MARTIN;42300;42187;42;84;ROANNE;4.074816;46.031998
SSP00004660101;MOTOROP BRM INDUSTRIES;202 ROUTE DE CHARLIEU;42300;42187;42;84;ROANNE;4.0874505;46.05363
SSP00006330101;DEPOT LES FILS CHARVET;3 RUE ROGER SALENGRO;69240;69248;69;84;THIZY LES BOURGS;4.296902;46.03358
SSP00005680101;Ancienne usine à gaz de Thizy;6 RUE DES ÉCOLES;69240;69248;69;84;THIZY LES BOURGS;4.314776;46.03401
SSP00006090101;SOCIETE DIETAL BELLEVILLE (Ex. THORN EUROPHANE);RUE DU BOIS BARON;69220;69019;69;84;BELLEVILLE;4.7303042;46.10681
SSP00006310101;Papeterie du Val d'Ardières;LES ARDILLATS;69430;69012;69;84;LES ARDILLATS;4.5583997;46.16846
SSP00006310101;Papeterie du Val d'Ardières;LES ARDILLATS;69430;69196;69;84;SAINT DIDIER SUR BEAUJEU;4.5583997;46.16846
SSP00038820101;Décharge de Gourlaine;LIEU-DIT GOURLAINE;42670;42086;42;84;ECOCHE;4.2963996;46.155987
SSP00006760101;VAW INTERNATIONAL CAPSULES SAS;192 ROUTE DE L''USINE;74350;74096;74;84;CRUSEILLES;6.1088476;46.030315
SSP00006800101;DECHARGE de La Muraz;LA MURAZ;74560;74193;74;84;LA MURAZ;6.205752;46.11859
SSP00006630101;ALPES COMPLEXE EMBALLAGES / COFRADEC;400 ROUTE DE VIRY;74160;74031;74;84;BEAUMONT;6.0983043;46.09506
SSP00047200101;LA MOLE 69;2248 ROUTE MAISON BLANCHE;74580;74309;74;84;VIRY;5.999484;46.115425
SSP00006630101;ALPES COMPLEXE EMBALLAGES / COFRADEC;400 ROUTE DE VIRY;74160;74216;74;84;PRESILLY;6.0983043;46.09506
SSP00044730101;DAMET;625 RUE MICHEL RONDET;42153;42184;42;84;RIORGES;4.0484114;46.05877
SSP00006770101;DECHARGE de Reignier;REIGNIER-ÉSERY;74930;74220;74;84;REIGNIER ESERY;6.2867565;46.121803
SSP00044960101;Site des Tuileries (SICAL / Tuileries Cancalon);152-154 ROUTE DE PARIS;42300;42127;42;84;MABLY;4.042318;46.07476
SSP00006780101;DECHARGE de Pers-Jussy;71 ROUTE DE CRÉDOZ;74930;74211;74;84;PERS JUSSY;6.284681;46.112644
SSP00054920101;Ancienne usine BOSTIK;RUE DU COMMANDANT AUBREY .;03300;03094;03;84;CREUZIER LE VIEUX;3.4127574;46.16176
SSP00006920101;Décharge de Groisy;GROISY;74570;74137;74;84;GROISY;6.155971;46.012722
SSP00074010101;Shell;CHAMPAGNE- AUTOROUTE A6;69220;69242;69;84;TAPONAS;4.766936;46.134296
SSP00055190101;Centre EDF GDF SERVICES;19 ALLÉE MESDAMES;03300;03095;03;84;CUSSET;3.4358077;46.133423
SSP00055310101;Centre EDF GDF SERVICES;15 RUE EUGÈNE BANNIER;03800;03118;03;84;GANNAT;3.2058082;46.099926
SSP00039330101;Décharge d'ordures ménagères;LIEU-DIT LES VARENNES;42460;42333;42;84;VILLERS;4.2384877;46.118343
SSP00055590101;SEDIVER;25 RUE DE LA VERRERIE;03270;03264;03;84;SAINT YORRE;3.4655497;46.059643
SSP00055200101;Remblai uranifère;LA COUARLE;03250;03165;03;84;LE MAYET DE MONTAGNE;3.6225839;46.058872
SSP00058810101;Activités minières;MONTRICHARD;69460;69257;69;84;VAUX EN BEAUJOLAIS;4.5743136;46.04769
SSP6942540101;[NC] Ilot Republique Gambetta;0 Cours de la République;42300;42187;42;84;ROANNE;4.065665;46.038445
SSP40577070101;"""Usine de Fontval"" (tissage, teinturerie et réparations des machines)";8 Impasse Fontval;42300;42187;42;84;ROANNE;4.0649214;46.031364
SSP00004150101;Ancienne Usine à Gaz;36 RUE DORIAN;42190;42052;42;84;CHARLIEU;4.164042;46.155754
SSP00043510101;Ancienne usine à gaz - Agence d'exploitation d'EDF / GDF;AVENUE DU 8 MAI 1945;64300;64430;64;75;ORTHEZ;-0.7837686;43.489845
SSP00038420101;RABO 17;18 AVENUE ANDRÉ DULIN;17300;17299;17;75;ROCHEFORT;-0.96012634;45.957787
SSP00038330101;ROL TECH;AVENUE VICTOR LOUIS BACHELAR;17300;17299;17;75;ROCHEFORT;-0.9318918;45.705296
SSP00038390101;Zodiac;15 RUE DE L''ARSENAL;17300;17299;17;75;ROCHEFORT;-0.9557925;45.930717
SSP00039840101;Ancienne décharge de Lesparre 'Le Boucaud';LE BOUCAUD;33340;33240;33;75;LESPARRE MEDOC;-0.9006567;45.29974
SSP00058480101;Stériles miniers (fiche 85A-M.L.267);LA ROMAGNE;49740;49260;49;52;LA ROMAGNE;-1.0135106;47.056606
SSP00064140101;SARL BONAMY;75 RUE DE LA LOIRE;44370;44213;44;52;VARADES;-1.0268798;47.46716
SSP00059630101;VIRONA site de la Verrie;4 RUE DE LA MOTTE;85130;85302;85;52;LA VERRIE;-1.0062029;46.954716
SSP00042140101;La Bellière;ROUTE CHAUDRON;;49313;49;52;SAINT PIERRE MONTLIMART;-1.0158045;47.27198
SSP00062030101;Ancienne décharge de Saint-Martin-Lars-en-Sainte-Hermine;LA PETITE BOUGRELIÈRE;85210;85248;85;52;SAINT MARTIN LARS EN SAINTE HERMINE;-0.96528137;46.60887
SSP00059640101;INOVA  FRANCE SA;ROUTE DÉPARTEMENTALE 111Z.I.;85130;85302;85;52;LA VERRIE;-0.99007344;46.959614
SSP00057560101;Ancien site minier uranifère - EMENTRUERE;EMENTRUERE;85500;85109;85;52;LES HERBIERS;-1.0171729;46.88682
SSP00056350101;Ancienne mine de Col de péas;COL DE PÉAS;05350;05027;05;93;CERVIERES;6.81068;44.809444
SSP00035390101;INITIAL BTB;"34 A, 34 B R Henri Becquerel";21000;21231;21;27;DIJON;5.0592356;47.33453
SSP00057600101;Ancien site minier uranifère - GORIANDIERE (LA);GORIANDIERE (LA);85500;85109;85;52;LES HERBIERS;-0.9952121;46.880997
SSP00023110101;ANCIENNE USINE AMSU;RUE DE BIENVILLE;55170;55132;55;44;COUSANCES LES FORGES;5.0789475;48.60814
SSP00042960101;Travaux miniers La Roya;LA ROYA;06660;06120;06;93;SAINT ETIENNE DE TINEE;6.9402084;44.196316
SSP00056460101;Incinérateur d'ALLOS;RD908;04260;04006;04;93;ALLOS;6.631048;44.22582
SSP00037950101;STATION SERVICE FINA DE LA VOIE SACREE;1 RUE DE VERDUN;55000;55029;55;44;BAR LE DUC;5.168508;48.77059
SSP00024730101;LA FUSION ELECTRIQUE (ex FONDERIES D'ACIER DE LORRAINE);RUE DU MOULIN;55700;55502;55;44;STENAY;5.1887617;49.484554
SSP00025020101;Ancienne usine à gaz de Bar-le-Duc;28 RUE DES ROMAINS;55000;55029;55;44;BAR LE DUC;5.1598563;48.77834
SSP00032510101;Station service AGIP/ENI;16 AVENUE DU PREMIER CONSUL;21240;21617;21;27;TALANT;5.0081544;47.3255
SSP00033490101;Ancienne usine à gaz;65 RUE DE LONGVIC;21000;21231;21;27;DIJON;5.0509124;47.309315
SSP00032670101;RUBIS STOCKAGE;RD 5;71590;71215;71;27;GERGY;4.9515452;46.862022
SSP00035650101;PORT DU CANAL  (Mobil Oil);PORT DU CANAL;21370;21485;21;27;PLOMBIERES LES DIJON;4.966563;47.3383
SSP00035750101;Papeteries Jeand'heurs;25 RUE HENRI CHEVALIER;55000;55296;55;44;LISLE EN RIGAULT;5.042918;48.71732
SSP00032420101;Cité scolaire Saint Joseph;39 RUE DU TRANSVAAL;21000;21231;21;27;DIJON;5.037601;47.314117
SSP00032460101;Ecole maternelle publique Petit Citeaux;7 RUE DAUBENTON;21000;21231;21;27;DIJON;5.034366;47.31403
SSP00032470101;Halte Garderie du Petit Citeaux;5 RUE LOUIS-JOUVET;21000;21231;21;27;DIJON;5.0354896;47.314247
SSP00068980101;Ancienne usine à gaz de Croix;9 RUE DU GAZ;59170;59163;59;32;CROIX;3.1411076;50.67289
SSP00036350101;DEA de Dijon K2;DEA DE LA BA 102 À DIJON;21800;21452;21;27;NEUILLY LES DIJON;5.094932;47.279026
SSP00036410101;DEA de Dijon K1;DEA DE LA BA 102 À DIJON;21600;21355;21;27;LONGVIC;5.081266;47.27425
SSP00036410101;DEA de Dijon K1;DEA DE LA BA 102 À DIJON;21600;21473;21;27;OUGES;5.081266;47.27425
SSP00049670101;SALZGITTER MANESMAN PRECISION ETIRAGE ex VALLOUREC;AVENUE DE BELGIQUE;52170;52123;52;44;CHEVILLON;5.1007233;48.531246
SSP00049960101;FONDERIES DE JOINVILLE  SITE USINE;CHEMIN DE HALAGE;52300;52250;52;44;JOINVILLE;5.1469316;48.437492
SSP00044430101;TIXIT T1;78 RUE DE LA FERME FALK;67500;67180;67;44;HAGUENAU;7.786694;48.80482
SSP00042340101;EMFI;14 RUE DE LA FERME CLAUS;67500;67180;67;44;HAGUENAU;7.7619567;48.82335
SSP00041820101;Ancienne usine à gaz;7 RUE DE NEUWILLER;67330;67061;67;44;BOUXWILLER;7.4738855;48.825058
SSP00045160101;Forage fuyard 3517 (Pechelbronn);DANS UN CHAMP DE MAÏS À L''EST D''OHLUNGEN;67170;67359;67;44;OHLUNGEN;7.712031;48.812416
SSP00045030101;Forage fuyard 3349 (Pechelbronn);DANS UN CHAMP DE MAÏS À L''EST D''OHLUNGEN;67170;67359;67;44;OHLUNGEN;7.7096987;48.81096
SSP00041830101;Dépôt du Kohleberg;RUE D IMBSHEIM (BOUXWILLER);67330;67061;67;44;BOUXWILLER;7.4790916;48.82058
SSP5615630101;DIDIER STE INDUS. DE PRODUC. & DE CONSTR;20 rue de la Gare;67620;67472;67;44;SOUFFLENHEIM;7.9657454;48.825752
SSP00012890101;TOTAL MOUVAUX;540 RUE DE TOURCOING;59420;59421;59;32;MOUVAUX;3.1365159;50.715405
SSP00012960101;IHF ANCIENNE DECHARGE DU CHEMIN DES SERRES;AVENUE DU GRAND COTTIGNIES;59290;59646;59;32;WASQUEHAL;3.1335185;50.68173
SSP00013090101;DECHARGE DU GRAND COTTIGNIES (JOVENEAUX);AVENUE DU GRAND COTTIGNIES;59290;59646;59;32;WASQUEHAL;3.1319983;50.680252
SSP00013360101;RECHIM;47 RUE DU CREUSOT;59170;59163;59;32;CROIX;3.142994;50.679935
SSP00013320101;ETS ALFRED DUPONT;43 RUE DE LA BLANCHE PORTE;59200;59599;59;32;TOURCOING;3.1523273;50.716476
SSP00013100101;SOTIRA 59 (THEOLAUR);2 AVENUE JEAN PAUL SARTRE;59290;59009;59;32;VILLENEUVE D'ASCQ;3.1351123;50.6707
SSP00013100101;SOTIRA 59 (THEOLAUR);2 AVENUE JEAN PAUL SARTRE;59290;59646;59;32;WASQUEHAL;3.1351123;50.6707
SSP00013200101;PEINTURES AVI;164 RUE JEAN BART;59420;59421;59;32;MOUVAUX;3.1423116;50.71316
SSP00013220101;PJT INDUSTRIES;105 RUE DE LILLE;59200;59599;59;32;TOURCOING;3.1493905;50.721546
SSP00013360101;RECHIM;47 RUE DU CREUSOT;59170;59646;59;32;WASQUEHAL;3.142994;50.679935
SSP00013690101;POULLET DEMEESTERE;4 À 10B RUE DE MOUVAUX;59100;59512;59;32;ROUBAIX;3.160807;50.693974
SSP00013980101;VANOUTRYVE;75 BOULEVARD D''ARMENTIÈRES;59100;59512;59;32;ROUBAIX;3.1583474;50.700035
SSP00014180101;DISTRICHIMIE;29 RUE DARBO;59100;59512;59;32;ROUBAIX;3.1664007;50.70603
SSP00013830101;SOTEMA;118 RUE D''ISLY;59100;59512;59;32;ROUBAIX;3.1615722;50.68534
SSP00013980101;VANOUTRYVE;75 BOULEVARD D''ARMENTIÈRES;59100;59599;59;32;TOURCOING;3.1583474;50.700035
SSP00014140101;GARAGE DU TRIANGLE;100 RUE DU MOULIN FAGOT;59200;59599;59;32;TOURCOING;3.1690164;50.72548
SSP00014240101;ZAC DE RAVENNES LES FRANCS;RUE DE ROTTERDAM;59910;59090;59;32;BONDUES;3.133499;50.721992
SSP00014550101;NALCO France;"19, 21, 22, 23, 24, 25 Rue Achille Testelin";59290;59646;59;32;WASQUEHAL;3.144847;50.69199
SSP00014240101;ZAC DE RAVENNES LES FRANCS;RUE DE ROTTERDAM;59910;59599;59;32;TOURCOING;3.133499;50.721992
SSP00014550101;NALCO France;;;59646;59;32;WASQUEHAL;3.144847;50.69199
SSP00033830101;CAULLIEZ ET DELAOUTRE;252 RUE DU FLOCON;59420;59421;59;32;MOUVAUX;3.143489;50.711414
SSP00014490101;ONDUCLAIR (ex-STRATINOR);1 ET 3 RUE DU MARÉCHAL LECLERC;59290;59646;59;32;WASQUEHAL;3.134457;50.669144
SSP00014530101;PROVOST (ancien site rue Emile Zola);15 RUE EMILE ZOLA;59250;59279;59;32;HALLUIN;3.1249604;50.78417
SSP00033970101;RFF;18 PLACE DE LA GARE;59100;59512;59;32;ROUBAIX;3.164032;50.695923
SSP00014550101;NALCO France;1 Rue de la Scierie;59290;59646;59;32;WASQUEHAL;3.144847;50.69199
SSP00014550101;NALCO France;"59, 61, 63 Rue Carpeaux";59290;59646;59;32;WASQUEHAL;3.144847;50.69199
SSP00014560101;PACOFA;94 RUE DE LA LYS;59250;59279;59;32;HALLUIN;3.1146388;50.78602
SSP00070530101;DECOFRANCE;4 RUE DE LA LYS;59250;59279;59;32;HALLUIN;3.1234088;50.787777
SSP00017190101;STRAP;8 À 16 RUE DESCARTES;59100;59512;59;32;ROUBAIX;3.163665;50.688854
SSP00033390101;CUSTOMAGIC;2 ET 4 AVENUE ANATOLE FRANCE;59250;59279;59;32;HALLUIN;3.1119213;50.782825
SSP00035010101;"BP station ""Barbieux""";72 AVENUE JEAN JAURÈS;59100;59512;59;32;ROUBAIX;3.158687;50.675518
SSP00034480101;Teinturerie des Francs;43 RUE FIN DE LA GUERRE;59200;59599;59;32;TOURCOING;3.1486683;50.726593
SSP00033480101;UIOM;1 BIS AVENUE JEAN-PAUL SARTRE;59290;59646;59;32;WASQUEHAL;3.1326249;50.67241
SSP00066140101;GRATRY LORTHIOIS;12 RUE DE LA LYS;59250;59279;59;32;HALLUIN;3.1207414;50.787415
SSP00069080101;ETABLISSEMENTS GEERLANDT;194 RUE DE LA LYS;59250;59279;59;32;HALLUIN;3.1071262;50.782467
SSP00065940101;SN LADOE SAS;3 avenue Masurel;59599;59599;59;32;TOURCOING;3.1407883;50.719727
SSP00065940101;SN LADOE SAS;3 avenue Masurel;59599;59599;59;32;TOURCOING;3.1407883;50.719727
SSP00056300101;GAZ DE FRANCE à L'Isle-Adam;51 QUAI DE L''OISE;95290;95313;95;11;L'ISLE ADAM;2.210406;49.106594
SSP00029880101;VANDEMOORTELE;30 RUE DES PEUPLIERS;92000;92050;92;11;NANTERRE;2.2150567;48.91451
SSP00029850101;COOPER Standard Automotive France;9 RUE LOUIS RAMEAU;95870;95063;95;11;BEZONS;2.2126296;48.919834
SSP00052590101;Agence d'exploitation GAZ DE FRANCE de Palaiseau;6 À 12 RUE BLAISE PASCAL;91120;91477;91;11;PALAISEAU;2.242627;48.708122
SSP00029350102;MAYSSONNIER;11 RUE MICHELET;92100;92012;92;11;BOULOGNE BILLANCOURT;2.229581;48.83407
SSP00025030101;DECHARGE DU RUAU;AUBIN;12110;12013;12;76;AUBIN;2.2976058;44.547012
SSP00029830101;TOTAL FINA ELF (ex FINA FRANCE);"256 BIS, 260, 262 Av Jean Jaures";95100;95018;95;11;ARGENTEUIL;2.216057;48.9412
SSP00028990101;SIC SAFCO;91-107 RUE BELLEVUE;92700;92025;92;11;COLOMBES;2.24033;48.919968
SSP00041700101;DDE- ancien dépôt de liants routiers;3 AVENUE PIERRE SÉMARD;19200;19275;19;75;USSEL;2.313994;45.556404
SSP00032200101;RENAULT ILE SEGUIN;ILE SEGUIN;92100;92012;92;11;BOULOGNE BILLANCOURT;2.2333457;48.823936
SSP00033210101;PSA VEUVE LACROIX;54 RUE VEUVE LACROIX;92250;92050;92;11;NANTERRE;2.2312512;48.903694
SSP00048570101;Décharge extérieure ROSIERES;RUE DES CARROUGES;18400;18133;18;24;LUNERY;2.248654;46.962547
SSP00032210101;RENAULT ILOT M;13 RUE HEINRICH ET 16 À 26 RUE YVES KERMEN;92100;92012;92;11;BOULOGNE BILLANCOURT;2.2451801;48.826717
SSP00032880101;LEROY SOMER;171/179 BOULEVARD SAINT-DENIS;92400;92026;92;11;COURBEVOIE;2.2677286;48.900185
SSP00032900101;FOURNOT;35 RUE CHARLES LORILLEUX;92800;92062;92;11;PUTEAUX;2.2342067;48.885868
SSP00033750101;MASSY DIS;ROUTE DE PALAISEAU;91300;91377;91;11;MASSY;2.2442658;48.729134
SSP00034300101;LOUIS BLERIOT;67 RUE DE VERDUN;92150;92073;92;11;SURESNES;2.229592;48.875027
SSP00034290101;JEAN MACE;12 RUE JEAN MACÉ;92150;92073;92;11;SURESNES;2.2288997;48.87467
SSP00034260101;LES BRUYERES;18 RUE DES BRUYÈRES;92600;92004;92;11;ASNIERES SUR SEINE;2.265916;48.909733
SSP00034270101;LES VANETTES;26 RUE HUDRI;92400;92026;92;11;COURBEVOIE;2.2672038;48.900387
SSP00034740101;Société Klinghoffer;92 BOULEVARD MURAT;75016;75116;75;11;PARIS 16E ARRONDISSEMENT;2.255698;48.840786
SSP00037920101;Electro-Luminescence;49 RUE DES SAZIÈRES;92700;92025;92;11;COLOMBES;2.2689233;48.92736
SSP00020340101;AGENCE EDF GDF SERVICES (ANCIENNE USINE A GAZ);29 RUE D''AQUITAINE;32100;32107;32;76;CONDOM;0.36807632;43.96156
SSP00045810101;EAR de Taverny;LIEU-DIT LA RENAUD;95150;95060;95;11;BESSANCOURT;2.2211425;49.0339
SSP00065070101;Blanchisserie MAJ ELIS;33 RUE VOLTAIRE;92800;92062;92;11;PUTEAUX;2.2377315;48.877663
SSP00045810101;EAR de Taverny;LIEU-DIT LA RENAUD;95150;95607;95;11;TAVERNY;2.2211425;49.0339
SSP00059240101;LES SALLES;USSEL;19200;19275;19;75;USSEL;2.2940886;45.53801
SSP00065280101;TOTAL FRANCE;32 BOULEVARD DU GÉNÉRAL LECLERC;95100;95018;95;11;ARGENTEUIL;2.23007;48.943607
SSP00052360101;SAGEM;RUE MAURICE BERTAUX;91120;91477;91;11;PALAISEAU;2.2479405;48.721794
SSP00109550101;LTC (Laboratoire des Technologies de Communication);bd senard;92210;92064;92;11;SAINT CLOUD;2.221885;48.850914
